#{"t_start": 1750065139.8305347, "env_id": "None"}
r,l,t
-0.753612,128,1305.28841
-0.786821,101,1326.492975
0.803828,170,1361.737375
0.700556,1,1362.787447
-0.502531,34,1370.473395
-0.573118,4,1372.156463
-0.513252,3,1373.587536
-0.52208,46,1383.720028
-0.602778,126,1409.961552
-0.779012,91,1429.288874
-0.69573,166,1463.678681
-0.792921,24,1469.505967
-0.589208,120,1494.631072
0.653718,227,1541.519079
-0.813974,32,1548.962737
-0.60274,105,1571.033514
-1.246516,289,1630.340527
-0.495178,5,1632.214085
-0.510717,6,1634.271999
-0.520122,12,1637.572699
-1.314986,411,1721.383324
-0.528417,16,1725.478992
-0.585207,45,1735.408652
-0.647486,70,1750.414487
-0.7384,109,1773.187587
-0.51782,11,1776.244614
-0.526859,12,1779.502774
-1.050945,287,1838.217723
-0.537377,10,1841.058323
-0.552016,30,1847.971246
-0.538124,20,1852.95964
-0.551354,90,1872.097568
-0.701564,75,1888.184902
-0.609348,59,1900.996127
-0.616064,5,1902.874776
-0.546283,145,1933.123941
-0.765883,40,1942.093499
-0.624451,100,1963.199758
-0.800578,100,1984.268086
-0.552729,37,1992.631645
-0.710117,205,2034.895485
-1.257047,230,2082.223358
-0.518711,33,2089.748715
-0.770118,130,2116.838409
-0.54347,65,2131.462315
-0.598304,52,2142.815143
-0.656074,74,2158.619444
-0.608374,37,2166.942739
-0.645667,129,2193.86962
-0.804488,107,2279.886982
-0.598712,26,2286.002878
-0.590175,53,2297.630792
-0.584787,47,2308.004394
0.879511,169,2343.184273
0.701807,1,2344.246023
-0.521235,65,2358.308873
-0.623898,30,2365.215433
-0.573538,42,2374.586357
-0.566423,3,2376.036922
-0.519666,46,2386.228442
-0.637306,157,2418.845119
-0.782256,33,2426.339742
-0.562621,101,2447.57087
-0.727254,94,2467.423778
-0.660166,37,2475.729539
0.893058,170,2510.910374
-0.888212,124,2536.826671
0.722796,207,2579.670031
0.702344,1,2580.710525
-0.511572,43,2590.254258
-0.586574,51,2601.369013
-0.645217,119,2626.203743
-0.736023,148,2656.895533
-0.777826,40,2665.812824
-0.561777,53,2677.365437
-0.653364,121,2702.637438
-0.74107,122,2728.074005
-0.71436,82,2745.444837
-0.671777,42,2754.770811
-0.595536,147,2785.31731
-1.284984,252,2837.006448
-0.504222,30,2843.892731
-0.617567,124,2869.739336
-0.814712,112,2893.262535
-0.592525,5,2895.107125
-0.551393,51,2906.238225
-0.638174,61,2919.3697
-0.656149,108,2941.988433
-0.61031,57,2954.333102
-0.634423,62,2967.677367
-0.597508,51,2978.933077
-0.627673,62,2992.292237
-0.671624,123,3018.06743
-0.755746,129,3044.91528
-0.773305,66,3059.195559
-0.581792,52,3070.527399
-0.610158,57,3082.874761
-0.58691,4,3084.542134
-0.546079,86,3102.749895
-0.656926,31,3109.857945
-2.632268,1138,3450.810927
0.735304,184,3488.922527
0.702343,1,3489.968754
-0.533304,154,3521.922505
-0.782568,35,3529.93059
-0.640606,62,3543.262851
-0.55133,3,3544.718616
-0.540649,104,3566.56562
0.788866,167,3601.160881
-0.898826,81,3618.291516
-0.592633,53,3629.968721
-0.58777,123,3655.601087
-0.782789,58,3668.150036
-0.594264,15,3672.019804
-0.532526,44,3681.747122
-0.577932,51,3692.895769
-0.599504,3,3694.356371
-0.540375,56,3706.559202
-0.624216,60,3719.597115
-0.575408,43,3729.159169
-0.598522,23,3734.696829
-0.587261,61,3747.887805
-0.595172,8,3750.409003
-0.564287,116,3774.714091
-0.683515,40,3783.680795
0.901713,163,3817.443093
0.700192,1,3818.484804
-0.522238,62,3831.831899
-0.661019,118,3856.584049
-0.718575,65,3870.530311
-0.625611,125,3896.584517
-0.74812,75,3912.61847
-0.650102,97,3933.03088
0.778187,170,3968.251541
0.70224,1,3969.296739
-0.517086,147,3999.803532
-0.800269,49,4010.604494
-0.590754,54,4022.362548
-0.612479,40,4031.273435
-0.568081,27,4037.553522
-0.719627,226,4084.122205
-0.945408,73,4099.655736
-1.141133,313,4163.551762
-0.68714,110,4186.559336
-0.577835,31,4193.679415
0.899315,200,4234.980083
-0.840418,121,4260.311165
-0.728176,67,4274.730231
0.809924,187,4313.414505
0.700015,1,4314.494544
-0.490984,138,4343.238483
-0.840906,52,4354.585984
-0.581802,54,4366.298423
-0.606687,95,4386.303163
-0.670121,19,4391.146852
-0.607428,43,4400.631612
-0.609795,196,4441.161566
0.701848,1,4442.223335
0.990057,154,4474.133538
0.699429,1,4475.171117
-0.498651,27,4481.451727
-0.562409,3,4483.019485
-0.618433,116,4566.672568
-0.703473,73,4582.249996
-0.620364,59,4595.021974
-0.564801,23,4600.525468
-0.571621,76,4616.750122
-0.674574,96,4637.085425
-0.683088,45,4647.087856
-0.568622,34,4654.831452
-0.572949,35,4662.795071
-0.56858,40,4671.74608
-0.617906,93,4691.443201
-0.66956,28,4697.960627
-0.574702,103,4719.634077
-0.688097,6,4721.783112
-0.536564,59,4734.560913
-0.639119,62,4747.956909
-0.571139,3,4749.476598
-0.543079,49,4760.240525
-0.595664,56,4772.413096
-0.623431,58,4784.995854
0.75692,235,4833.280972
0.701627,1,4834.322114
-0.563409,180,4871.571141
-0.855189,69,4886.457949
-0.613202,56,4898.63776
-0.655415,65,4912.649119
-0.588483,55,4924.665507
-0.601388,35,4932.610599
-0.673918,80,4949.635938
-0.54496,11,4952.700995
-0.61389,97,4973.242095
-0.67109,121,4998.73764
-0.734758,69,5013.53121
-0.591863,36,5021.680768
-0.598792,22,5027.065738
-0.657927,172,5062.688644
-1.399222,357,5135.483113
-0.558462,70,5150.434825
-0.622206,61,5163.610194
-0.748289,125,5189.649081
-2.143574,819,5355.760569
-0.625654,11,5358.814972
-0.548139,90,5377.820429
-0.683961,137,5406.406861
-0.736835,55,5418.369317
-0.63918,44,5428.187944
-0.568901,26,5434.326276
-0.567771,102,5455.83322
-0.773348,173,5491.760366
-0.786294,12,5495.053919
-0.563985,118,5519.874959
-0.693294,73,5535.551792
-0.705236,76,5551.79781
-0.600794,37,5560.138458
-0.558291,3,5561.608655
-0.536921,109,5584.574461
0.554385,129,5723.635768
-0.516307,105,5745.745224
-0.71052,29,5752.492601
-0.551979,10,5755.381698
-0.5374,43,5764.924264
-0.602446,148,5795.723336
-0.774506,30,5802.719403
-0.575653,110,5825.820124
-0.704539,15,5829.828588
-0.530101,56,5841.955413
-0.623755,7,5844.207735
-0.513966,4,5845.847651
-0.513395,72,5861.224537
-0.883502,118,5885.794715
-0.5007,3,5887.25037
0.869342,213,5931.077383
0.700378,1,5932.144685
-0.51303,105,5954.201738
-0.725101,140,5983.489137
-0.762694,101,6004.763715
0.70619,198,6045.760381
0.700825,1,6046.804718
-0.50997,71,6062.046176
-0.698972,67,6076.522648
-0.619575,29,6083.264599
-0.522774,6,6085.323975
-0.665143,227,6132.106416
-1.075235,131,6159.47509
-0.491279,3,6160.928376
-0.503252,93,6180.618262
0.726465,193,6220.454819
-0.811404,8,6222.977895
-0.509162,3,6224.448775
-0.509672,3,6225.900894
-0.517395,45,6235.846136
-0.586754,3,6237.292753
-0.499812,93,6256.91317
-0.706121,57,6269.375221
-0.623932,127,6295.833785
-0.780156,160,6329.132417
-0.835112,78,6345.758459
-0.627396,157,6378.44785
-0.79629,38,6387.094517
-0.602709,103,6408.791387
0.75693,182,6446.657332
0.702554,1,6447.705347
-0.522846,126,6474.124817
-0.773996,112,6497.632592
0.76278,175,6533.844112
0.701565,1,6534.904719
0.933159,183,6572.677931
-0.808233,8,6575.213854
0.939312,174,6611.185675
0.701907,1,6612.227507
0.937092,180,6649.414538
0.700903,1,6650.460747
0.935226,180,6687.599842
0.701806,1,6688.64591
-0.504293,3,6690.087995
-0.510925,5,6691.950222
-0.531685,139,6720.89722
-0.80035,48,6731.472982
-0.561262,7,6733.740254
-0.613946,145,6763.883601
-0.972654,188,6867.995841
-0.630325,61,6881.239187
-0.622594,59,6894.001202
-0.607792,15,6897.85653
-0.553213,68,6912.408859
-0.601375,3,6913.857442
-0.525575,27,6920.150438
-0.587259,58,6932.692956
-0.584644,53,6944.29951
-0.62607,57,6956.674544
-0.608179,68,6971.26571
-0.635064,81,6988.500161
-0.654968,36,6996.594883
-0.579967,105,7018.676399
-0.748954,66,7032.951157
-0.618767,62,7046.331996
-0.629159,57,7058.743324
-0.646445,60,7071.768925
-0.598233,61,7084.966353
-0.605526,55,7096.953971
-0.597179,8,7099.489735
-0.86602,183,7137.299
-0.828504,163,7171.098371
-0.498399,20,7176.001956
-0.54753,39,7184.735359
-0.584427,52,7196.098157
0.868665,165,7230.397139
-0.81301,34,7238.267326
0.950155,145,7268.54799
0.702373,1,7269.59773
-0.503733,4,7271.25224
-0.513257,27,7277.571665
-0.57669,49,7288.364016
-0.601122,55,7300.40306
-0.626004,59,7313.217751
-0.67268,170,7348.519954
-1.438564,350,7420.248448
-0.559057,26,7426.365013
-0.543145,21,7431.458365
-0.515352,6,7433.541451
-0.502906,17,7437.837981
-0.543384,24,7443.515492
-0.565643,103,7465.159901
0.779595,168,7499.973644
0.701038,1,7501.016975
-0.505746,22,7506.305524
-0.545597,3,7507.756975
-0.505516,14,7511.433395
-0.532718,32,7518.737507
-0.571925,36,7526.831712
-0.574228,24,7532.506562
-0.575836,79,7549.286039
-0.665742,72,7564.635972
0.732082,227,7611.482688
0.702379,1,7612.543846
0.910901,193,7652.430926
0.702643,1,7653.478611
-0.500821,20,7658.357215
-0.595522,55,7670.379682
-0.584087,49,7681.130687
-0.577806,4,7682.802824
-0.550944,58,7695.362093
-0.826304,135,7723.429721
-0.537614,11,7726.543132
-0.527707,11,7729.600692
-0.503988,5,7731.45372
-0.592232,64,7745.217922
-0.851705,213,7789.038635
-0.621299,6,7791.120319
-0.535058,25,7797.037202
-0.535187,10,7799.931618
-0.571188,33,7807.561144
-0.518016,10,7810.432369
-0.716552,116,7834.674427
-0.55812,53,7846.923477
-0.565499,11,7849.979459
-0.555273,48,7860.557343
-0.596317,55,7872.564272
-0.593923,157,7905.186007
-0.850725,76,7921.463745
-0.722617,67,8001.730773
-0.544629,50,8012.706344
-0.590033,53,8024.331126
-0.616726,58,8036.954491
-0.580662,7,8039.240046
-0.566207,54,8050.977618
-0.619437,50,8061.933093
-0.59098,61,8075.145634
-0.621163,59,8087.90322
-0.578556,3,8089.357394
-0.566384,57,8101.755584
-0.606595,58,8114.348912
-0.627608,59,8127.173384
-0.556688,4,8128.864623
-0.599197,68,8143.569446
-0.726519,102,8165.134751
-0.591178,59,8177.940106
-0.628346,60,8190.957895
-0.603812,57,8203.269245
-0.610525,60,8216.237971
-0.61265,55,8228.197514
-0.625754,60,8241.13455
-0.566166,3,8242.566184
-0.545486,53,8254.119712
-0.594644,52,8265.470688
-0.589611,10,8268.343154
-0.581469,93,8288.078114
-0.685696,123,8313.82847
-0.742125,69,8328.655641
-0.606487,36,8336.806175
-0.575348,73,8352.495675
-0.637024,62,8365.957591
0.855897,169,8401.1055
0.700527,1,8402.187459
-0.502137,26,8408.340585
-0.578755,105,8430.475446
-0.717692,69,8445.282299
-0.677715,59,8458.047447
-0.575279,104,8479.985833
-0.704126,35,8487.885938
-0.557228,21,8492.959522
0.920476,164,8526.861838
-0.822606,12,8530.185959
-0.553948,25,8536.067319
-0.527049,46,8546.27966
-0.592737,54,8558.017417
-0.602562,61,8571.185398
-0.605964,51,8582.31177
-0.649803,63,8595.912695
-0.610128,57,8608.301919
-0.737786,130,8635.351712
-0.55958,54,8647.822183
-0.612649,58,8660.479636
-0.587734,33,8668.042862
-0.558326,35,8676.024312
-0.594995,47,8686.405121
-0.605476,56,8698.596775
-0.582438,54,8710.432532
-0.598401,37,8718.824717
-0.60287,96,8739.144432
-0.698171,47,8749.527915
-0.704467,122,8775.048007
-0.649462,109,8798.025317
-0.714592,67,8812.44848
-0.647226,60,8825.463462
-0.638157,63,8839.052016
-0.616242,59,8851.797503
-0.592195,53,8863.388735
-0.595082,69,8878.222146
-0.663189,54,8890.056091
-0.624327,57,8902.451814
-0.634956,63,8916.050386
-0.621558,63,8929.689265
-0.630855,84,8947.511919
-0.627057,39,8956.247219
-0.58508,46,8966.408371
-0.613612,53,8977.988398
-0.59116,56,8990.157029
-0.610023,58,9002.733792
-0.607255,58,9015.296446
-0.617836,58,9027.860456
-0.635845,63,9041.438965
-0.677788,108,9064.117884
-0.653986,24,9069.813423
-0.684089,84,9158.242569
-0.565678,65,9172.248307
-1.01921,217,9216.82234
-0.556804,37,9225.153201
-0.519844,35,9233.052119
-0.592317,42,9242.371465
-0.597631,45,9252.290879
-0.615917,169,9287.275212
-0.77456,8,9289.739063
-0.514734,30,9296.665302
-0.595284,52,9308.003476
-0.588019,54,9319.733511
-0.588231,3,9321.180744
-0.52666,52,9332.549244
-0.621779,57,9344.899554
-0.61427,59,9357.680098
-0.61047,45,9367.636915
-0.622819,71,9382.850076
-0.662842,68,9397.478797
-0.578125,51,9408.677609
-0.601733,59,9421.486577
-0.625969,45,9431.462431
-0.60602,71,9446.74377
-0.640367,60,9459.785166
-0.615864,59,9472.688451
-0.622561,57,9485.099201
-0.617267,60,9498.16909
-0.589656,14,9501.888917
-0.555715,46,9512.071065
-0.58293,52,9523.392896
-0.623326,59,9536.166486
-0.586321,8,9538.656157
-0.520166,47,9549.014347
-0.613758,32,9556.308624
-0.607221,80,9573.331613
-0.620235,51,9584.493532
-0.57805,59,9597.243974
0.735434,221,9642.869911
-0.824469,39,9651.657851
-0.573954,13,9655.124911
-0.596326,94,9674.928289
-0.626493,43,9684.542427
-0.657605,138,9713.27269
-0.775772,84,9731.052373
-0.607994,44,9740.800189
-0.638088,60,9753.77534
-0.661431,107,9776.193581
-0.71581,91,9795.415033
-0.681666,149,9826.353428
-0.841822,125,9852.470567
-0.589591,3,9853.895523
-0.543386,58,9866.479851
-0.710104,113,9890.148377
-0.659605,66,9904.41052
-0.575361,6,9906.473498
-0.537271,50,9917.433923
-0.61139,56,9929.594229
-0.612946,59,9942.417143
-0.605978,23,9947.964757
-0.55506,37,9956.346199
-0.56307,51,9967.533181
-0.646024,66,9981.765953
-0.578834,52,9993.168346
-0.649807,112,10016.681806
0.766545,176,10053.102744
0.699829,1,10054.167132
-0.512279,68,10068.743217
-0.636296,16,10072.845753
0.849226,209,10115.980208
-0.808803,11,10119.039008
-0.553439,62,10132.452437
-0.624827,37,10140.79705
-0.564776,25,10146.694733
-0.564878,40,10155.619509
-0.545403,22,10160.920868
-0.569582,99,10181.799673
-0.824645,100,10202.90183
-0.617768,80,10219.927697
-0.601919,10,10222.803164
-0.535797,11,10225.880666
-0.635961,96,10274.058199
-0.613032,47,10284.433906
-0.954589,264,10338.495003
-0.751807,165,10372.876688
-0.777589,108,10395.558029
-0.645908,31,10402.693443
-0.604551,53,10414.274224
-0.565419,6,10416.325515
-0.530261,30,10423.220512
-0.602815,70,10438.243695
-0.605127,28,10444.76064
-0.655033,90,10463.809257
-0.620855,61,10476.982128
-0.669854,94,10496.844289
-0.613743,44,10506.592802
-0.607913,57,10518.955047
-0.586434,46,10529.124376
-0.569936,3,10530.557701
-0.548931,47,10540.871384
-0.620374,58,10553.418454
-0.67581,108,10576.053962
-0.593037,3,10577.52587
-0.647866,116,10601.941993
-0.606972,9,10604.579793
-0.555296,68,10619.322226
-0.585205,3,10620.777903
-0.540744,44,10630.511202
-0.7107,165,10664.78825
-0.739866,69,10679.582474
-0.645916,64,10693.389181
-0.595246,55,10705.375856
-0.573224,8,10707.875548
-0.536478,111,10731.23622
-0.751972,60,10744.218921
-0.61487,56,10756.501974
-0.739043,172,10792.105915
-0.748006,71,10807.345868
-0.606679,108,10830.090175
-0.753127,70,10845.152406
0.820594,207,10887.870347
0.701094,1,10888.93666
-0.543127,43,10898.469972
-0.548896,3,10899.922825
-0.503951,92,10919.436292
-0.720125,29,10926.178931
-0.542165,38,10934.713876
-0.623839,58,10947.376299
-0.621244,59,10960.186385
-0.618215,57,10972.597082
-0.551272,6,10974.668496
-0.511056,3,10976.134462
-0.533882,42,10985.464942
-0.580561,51,10996.679456
-0.63309,114,11020.607378
-0.744,70,11035.653375
-0.615755,57,11047.993094
-0.588179,20,11053.03774
-0.54502,43,11062.582114
-0.625022,51,11073.790405
-0.580183,37,11082.093194
-0.583189,38,11090.593499
-0.551291,11,11093.747026
-0.520612,7,11096.057159
-0.573686,70,11111.054016
-0.634952,61,11124.260139
-0.636424,63,11137.914148
-0.567434,8,11140.37555
-0.59082,96,11160.654944
-0.670118,63,11174.264863
-0.610994,61,11187.47824
-0.617863,55,11199.478432
-0.620009,61,11212.670609
-0.619791,58,11225.240365
-0.594593,54,11237.015135
-0.634412,63,11250.619567
-0.625699,59,11263.421897
-0.629472,62,11276.782827
-1.265596,381,11428.907483
-0.604104,43,11438.425396
-0.584724,22,11443.708411
-1.735132,654,11576.876307
-0.700521,135,11605.057926
-0.69733,63,11618.833962
-0.627014,53,11630.468051
-0.581713,9,11633.139354
-0.590307,56,11645.383212
-0.584354,24,11651.093074
-0.542152,24,11656.796445
-0.636815,69,11671.656425
-0.540387,55,11683.664784
-0.578722,4,11685.322127
-0.564317,51,11696.488178
-0.588629,34,11704.241697
-0.602626,85,11722.27675
-0.620977,36,11730.420958
-0.609427,74,11746.291929
-0.62381,39,11755.033783
-0.557827,6,11757.149019
-0.551969,41,11766.286476
-0.609205,78,11782.862788
-0.647818,57,11795.272573
-0.556144,3,11796.71774
-0.580958,67,11811.143783
-0.590571,55,11823.063179
-0.60235,33,11830.583888
-0.570119,26,11836.693555
-0.531397,4,11838.354289
-0.559522,119,11863.188339
-0.765385,177,11899.760389
-0.971039,103,11921.439083
-0.516138,3,11922.870492
-0.506717,4,11924.561469
-0.542159,144,11954.462673
-0.770804,11,11957.600042
-0.619683,104,11979.400038
-0.624623,21,11984.600207
-0.608737,74,12000.400508
-0.608784,57,12012.762207
-0.619301,54,12024.512342
-0.607378,53,12036.073139
-0.563914,4,12037.731802
0.948051,173,12073.687061
0.700909,1,12074.762108
-0.567635,124,12100.636178
-0.742118,118,12125.389702
-0.735558,115,12149.49551
-0.712943,68,12164.168368
-0.641648,61,12177.318856
-0.585209,3,12178.779762
-0.542452,53,12190.437716
-0.601971,34,12198.175399
-0.581071,28,12204.738653
-0.54585,23,12210.228551
-1.146041,344,12280.343937
-1.063794,257,12333.160109
-0.741287,126,12359.416979
-0.597051,66,12373.71953
-0.608235,81,12390.939713
-0.6749,120,12416.13178
-0.723948,26,12422.200248
-0.53483,25,12428.098678
-0.538094,33,12435.652483
-0.598402,84,12453.522474
-0.665382,54,12465.269501
-0.592139,42,12474.590264
-0.689389,66,12575.675757
-0.546474,46,12585.870007
-0.617567,57,12598.270473
-10.350061,4974,13659.524076
-0.728381,129,13686.572176
-0.687252,6,13688.626919
-0.542841,98,13709.32353
-0.652666,27,13715.592663
-0.565828,5,13717.579431
-0.521799,87,13735.98185
-0.803078,180,13773.271583
-0.78092,75,13789.376007
-0.632018,60,13802.350409
-0.614154,41,13811.514704
-0.656558,135,13839.713761
-0.717252,64,13853.539725
-0.620605,49,13864.300423
-0.594238,40,13873.234321
-0.563442,17,13877.565914
-0.620347,70,13892.567568
-0.579326,22,13897.861155
-0.52101,8,13900.322006
-0.521728,15,13904.318825
-0.562096,115,13928.396049
-0.737934,65,13942.469474
-0.615685,41,13951.603482
-0.615082,53,13963.124832
-0.589781,52,13974.456849
-0.600149,52,13985.804469
-0.605286,81,14003.029791
-0.653127,48,14013.5506
-0.566117,3,14015.011334
-0.608597,134,14042.906246
-0.759445,72,14058.282331
-0.581894,44,14067.994077
-0.589005,34,14075.704423
-0.570054,42,14085.036709
-0.560848,4,14086.71656
-0.663613,217,14131.395572
-1.005374,228,14178.489177
-0.738515,4,14180.13169
-0.504584,3,14181.596421
-0.511003,6,14183.679539
-0.549977,111,14206.985192
-0.7538,130,14234.106306
-0.711187,12,14237.362428
-0.563577,52,14248.704976
-0.587567,56,14260.861121
-0.611669,57,14273.252215
-0.598585,13,14276.758074
-0.957516,223,14322.551381
-0.560042,37,14330.864248
-0.539691,33,14338.447532
-0.772392,113,14362.039581
-0.496662,3,14363.661372
-0.503985,6,14365.711393
-0.538514,42,14375.084725
-0.60004,44,14384.805193
-0.616361,121,14410.024211
-0.767086,73,14425.57431
-0.634081,60,14438.585491
-0.591536,56,14450.732633
-0.60483,56,14462.857018
-0.639169,56,14475.018757
0.906922,171,14510.445922
0.699378,1,14511.495263
-0.507141,5,14513.386152
-0.515228,17,14517.711582
-0.561083,91,14536.93315
-0.740563,122,14562.57098
-0.72906,121,14587.865402
-0.733448,70,14602.962383
-0.584138,9,14605.620633
-0.544989,44,14615.363356
-0.620291,58,14627.920442
0.871311,182,14665.440823
0.701502,1,14666.501477
-0.544031,106,14688.775527
-0.703339,47,14699.167162
-0.576013,27,14705.45765
-0.57419,50,14716.46555
-0.601444,37,14801.881913
-0.578634,32,14809.218506
-0.590847,49,14820.00655
-0.600043,52,14831.406525
-0.576836,32,14838.765769
-0.560084,67,14853.199429
-0.697026,124,14879.296987
-0.698182,85,14897.362427
-0.673573,48,14908.074641
-0.614984,106,14930.472893
-0.730316,122,14956.035639
-0.716705,18,14960.505899
-0.540154,51,14971.68416
-0.632497,64,14985.478661
-1.741318,576,15102.691709
-0.849021,179,15139.558767
-1.388129,488,15239.049244
-0.658628,32,15246.361399
-0.547813,35,15254.412333
-0.811774,174,15290.388568
-0.588855,52,15301.897252
-5.815667,2645,16063.512835
-0.612709,51,16074.669608
-0.53228,8,16077.130824
-0.56632,151,16108.46803
-0.819026,128,16135.330694
-0.694316,9,16138.000045
-0.520382,10,16140.864235
-0.565777,70,16155.853311
-0.607809,51,16167.024599
-0.602599,128,16193.769943
-0.775375,51,16204.979441
-0.616532,109,16227.963557
-0.748287,66,16242.233409
-0.622489,65,16256.268211
-0.584009,17,16260.577488
-0.541422,24,16266.294482
-0.595358,72,16281.704696
-0.615218,53,16293.288235
-0.614558,110,16316.408242
-0.736142,155,16348.662121
-0.792413,40,16357.570936
-0.624869,112,16381.068843
-0.719014,114,16405.061336
0.691105,222,16450.927387
-0.823392,37,16459.34174
-0.599984,56,16471.523431
-0.573928,6,16473.592956
-0.544159,48,16484.235507
-0.622319,59,16496.986915
-0.592055,53,16508.597232
-0.623386,60,16521.58036
-0.633863,63,16535.1815
-0.603124,56,16547.34965
-0.613662,57,16559.773588
-0.621819,60,16572.79747
-1.04497,237,16621.547203
-0.577962,33,16629.06775
-0.795075,177,16665.673335
-0.687041,155,16698.225034
-0.745519,119,16723.275179
-0.768945,125,16749.543046
0.785652,177,16786.35079
0.702069,1,16787.446607
-0.545866,157,16820.124878
-1.245437,239,16869.356999
-0.545217,63,16882.943597
-0.635957,43,16892.549577
-0.606637,56,16904.842177
0.668741,294,16965.399846
-0.902099,73,16981.140636
-0.613133,60,16994.125495
-0.604638,56,17006.42007
-0.5963,55,17018.409192
-0.613168,57,17030.798993
-0.609586,58,17043.389549
-0.588758,3,17044.869244
-0.554247,55,17056.794574
-0.651551,144,17086.74068
-0.979994,270,17188.201931
-0.795943,41,17197.321785
-0.556234,3,17198.792605
-0.536739,51,17209.999818
-0.633123,57,17222.383886
-0.5857,60,17235.392541
-0.628748,56,17247.558608
-0.647638,102,17269.004607
-1.24883,451,17361.0254
-0.835497,109,17383.99294
-0.742378,70,17398.948997
-0.580566,3,17400.397841
-0.5187,31,17407.482859
-0.555575,6,17409.537638
-0.513543,6,17411.611347
-0.546206,68,17426.175035
-0.636844,52,17437.4806
-0.59612,24,17443.174688
-0.546772,36,17451.309127
-0.550077,3,17452.771472
-0.510743,5,17454.61936
-0.530157,45,17464.544003
-0.621689,95,17484.547241
-0.707803,130,17511.636086
-0.781027,112,17535.204478
-0.708511,114,17559.117635
-0.689649,37,17567.512169
-0.622295,93,17587.124984
-0.6876,121,17612.467453
0.782965,173,17648.281628
0.699311,1,17649.340353
-0.579028,126,17675.632424
-0.770512,83,17693.313507
-0.630942,52,17704.694333
-0.578377,53,17716.341792
-0.614608,58,17728.961788
-0.583135,3,17730.419238
-0.605073,84,17748.244811
-0.638313,81,17765.529034
-0.645582,68,17780.132913
-0.629316,65,17794.136052
-0.645582,57,17806.498681
-0.589093,58,17819.071247
-0.620361,105,17841.273559
-0.687494,12,17844.548296
-0.527149,11,17847.632567
-0.617629,190,17886.897044
-0.916229,186,17925.327383
-0.778935,76,17941.497574
-1.561865,577,18058.58264
-0.744609,14,18062.375848
-0.539766,47,18072.713007
-0.660812,92,18092.140994
-0.598525,9,18094.790442
-0.592549,119,18119.667701
-0.764464,194,18159.635124
-0.805409,27,18166.042998
0.837739,225,18212.372526
-0.862008,32,18286.595694
0.971156,161,18320.135966
0.701583,1,18321.226173
0.891504,202,18363.007688
0.701388,1,18364.051784
-0.518222,105,18386.131697
-0.752764,60,18399.178756
-0.604982,32,18406.498987
-0.620308,56,18418.665698
-0.556595,43,18428.239802
-0.572461,53,18439.820142
-0.592589,9,18442.492333
-0.520246,5,18444.361685
-0.570141,73,18460.081554
-0.589249,3,18461.571714
-0.50612,23,18467.081784
0.95486,146,18497.497864
0.699924,1,18498.551783
-0.527777,47,18508.892516
-0.613486,79,18525.71906
-0.647688,126,18551.957349
-0.734531,23,18557.440152
-0.579357,49,18568.198178
-0.53517,107,18590.714185
0.754533,151,18622.111584
0.700062,1,18623.155723
-0.508025,5,18625.01258
-0.526995,31,18632.227589
-0.547828,3,18633.714493
-0.507718,5,18635.569953
-0.520699,47,18645.926195
-0.605308,47,18656.296094
-0.603227,144,18686.366263
-0.787069,38,18694.950067
-0.581221,25,18700.901862
-0.526613,5,18702.760114
