#{"t_start": 1750156805.428998, "env_id": "None"}
r,l,t
-0.706968,127,6525.357809
-0.58952,54,6539.645329
-0.589741,44,6551.036721
-0.784616,122,6578.015583
-0.496858,15,6583.459223
-0.520292,4,6586.659491
-0.657753,89,6606.99836
-0.545123,12,6611.813779
-0.712495,131,6640.635325
-0.770899,114,6666.013219
-0.656887,96,6687.875473
-0.656433,101,6710.689612
-0.750901,105,6734.258054
-0.634955,68,6750.372072
-0.581239,14,6755.587624
-0.823233,150,6788.158252
-0.519665,22,6795.000204
-0.68695,106,6818.760172
-0.530378,32,6827.619113
-0.55934,46,6839.310122
-0.597882,58,6853.423861
-0.501029,235,6903.175021
-0.803504,130,6931.82712
-0.595031,55,6945.331977
-0.543167,3,6948.366155
-0.507974,4,6951.553295
-0.731523,119,6977.911992
-0.550065,16,6983.530072
-0.568453,36,6993.184488
-0.529585,42,7004.072472
-0.627173,68,7020.170234
-0.564554,5,7023.586194
-0.66018,79,7041.889099
-0.514228,6,7045.481503
-0.633751,92,7066.433448
-0.56983,10,7070.845316
-0.521279,10,7075.261724
-0.666049,112,7100.2143
-0.744385,93,7121.309527
-0.527844,9,7125.50434
-0.547277,18,7131.526035
-0.869489,170,7168.160474
-0.505788,18,7174.160692
-0.418179,203,7217.459887
-0.570219,38,7227.527923
-0.271752,143,7258.80885
0.863155,233,7308.34744
0.65313,1,7310.971694
-0.651502,81,7329.77409
-0.772261,155,7363.46585
-0.567181,8,7367.493625
-0.521257,8,7371.511273
-0.723097,189,7411.994837
-0.683497,19,7497.365283
-0.569197,39,7507.774993
-0.54994,16,7513.493553
-0.511957,5,7516.96525
-0.53653,17,7522.937697
-0.501906,3,7526.034248
-0.554413,35,7535.604441
-0.838955,192,7577.10243
-0.860969,175,7615.064151
-0.699287,110,7639.683657
-0.595811,15,7645.101305
-0.850656,156,7678.947958
-0.526074,25,7686.536372
-0.520448,18,7692.642611
-0.612459,58,7706.957623
-0.522384,3,7709.992517
-0.594009,55,7723.680742
-0.524876,4,7726.925292
-0.684901,96,7749.017153
-0.520032,6,7752.741812
-0.80929,183,7792.536921
-0.592268,25,7800.070133
-0.549312,271,7857.558295
-0.890909,181,7896.544789
-0.662911,99,7919.209431
-0.55654,25,7926.817247
-0.747536,117,7953.21216
-0.510529,10,7957.747239
-0.611757,223,8005.485862
0.653964,1,8008.090163
-0.54258,27,8015.974668
-0.519775,3,8019.007546
-0.648701,78,8037.286255
-0.737779,93,8058.741169
-0.508003,4,8062.969688
-0.522595,67,8078.879837
-0.640072,63,8094.055194
-0.609374,7,8097.939698
-0.633412,66,8113.675067
-0.534633,18,8119.701307
-0.570994,135,8149.465348
-0.74975,34,8158.820963
-0.68295,138,8189.397092
-0.749372,75,8206.88639
-0.774317,142,8238.253241
-0.68207,73,8255.401796
-0.544664,21,8262.060838
-0.519291,3,8265.052796
-0.5183,25,8272.536398
-0.548449,13,8277.671833
-0.541556,44,8289.044466
-0.72322,107,8313.142721
-0.697282,54,8326.497807
-0.631538,95,8349.219401
-0.568798,6,8352.83649
-0.525969,13,8357.872533
-0.512498,16,8363.491508
-0.557784,30,8371.926259
-0.607254,121,8398.821321
-0.652167,3,8401.855926
-0.508831,4,8405.166401
-0.235479,121,8432.360286
-0.571749,36,8442.265447
0.888181,220,8489.769304
0.650373,1,8492.470376
-0.569381,44,8503.942061
-0.552737,18,8510.118284
-0.530125,10,8514.602056
-0.511798,5,8518.066226
0.883822,231,8567.560934
0.562169,218,8614.280487
0.654013,1,8616.919186
-0.505695,4,8620.205009
-0.511677,5,8623.619448
-0.615061,63,8638.770243
-0.526132,3,8641.805933
-0.506381,3,8644.810888
-0.584809,115,8670.512303
-0.731507,113,8695.70975
-1.020408,309,8977.742366
-0.75934,6,8981.439124
-0.570387,108,9005.64358
-0.755702,108,9029.90369
-0.757692,72,9046.973609
-0.516142,5,9050.503299
-0.674174,159,9085.136146
-0.65335,27,9093.009385
-0.649956,76,9110.818704
0.633105,327,9179.580293
-0.946326,79,9198.235972
-0.603486,24,9205.60787
-0.789306,149,9238.288886
-0.836247,199,9281.189971
-0.582472,39,9291.507102
-0.730702,214,9337.116476
-0.91902,106,9360.977113
-0.566999,3,9363.978608
-0.713835,136,9393.899772
-0.374281,185,9434.030225
-0.590294,73,9451.354476
-0.783364,156,9485.318387
0.672912,263,9540.851717
0.651976,1,9543.51352
-0.596699,115,9569.368719
-0.627823,31,9578.120925
-0.608695,45,9589.732912
-0.658883,63,9604.948558
-0.553793,21,9611.657646
-0.517239,6,9615.280188
0.852127,242,9666.716578
0.651976,1,9669.297251
-0.580374,47,9681.250309
-0.532226,14,9686.511016
-0.540447,22,9693.437016
-0.557171,29,9701.802808
-0.801982,233,9751.513715
-0.747168,54,9764.810608
-0.549062,18,9770.96328
-0.895659,186,9811.12103
-0.631333,74,9829.24911
-0.54129,15,9834.726045
-0.415208,170,9871.532103
-0.618425,110,9897.221372
-0.693272,73,9914.597554
-0.565273,7,9918.482403
-0.523676,10,9922.927126
-0.536112,21,9929.673872
-0.520396,9,9933.946842
-0.551201,24,9941.266069
-1.060724,342,10013.285584
-0.735606,91,10034.365263
-0.629196,33,10043.526001
-0.528524,16,10049.243331
-0.513045,3,10052.294177
-0.611232,80,10071.043885
-0.554572,4,10074.286683
-0.565865,98,10760.676852
-0.904906,137,10790.960094
-0.61587,85,10810.773201
-0.808039,118,10837.137999
-0.527605,27,10845.027905
-0.571508,30,10853.638193
0.827799,259,10908.496652
0.652214,1,10911.088259
-0.614645,63,10926.198633
-0.772801,213,10972.031215
-0.737678,43,10983.275305
-0.530947,7,10987.186457
-0.519269,12,10992.0901
-0.540262,16,10997.875299
-0.517474,13,11003.06516
-0.531292,18,11009.222017
-0.53189,18,11015.386655
-0.522045,3,11018.478235
-0.554209,26,11026.327309
-0.522012,16,11032.100962
-0.534566,17,11038.002226
-0.525948,13,11043.07173
-0.525369,7,11046.961602
-0.755359,157,11081.484467
-0.636713,117,11107.779584
-0.782883,125,11135.546927
-0.731887,123,11163.127367
-0.893116,165,11199.2284
-0.659127,70,11216.043468
-0.684835,130,11245.135496
-0.647452,5,11248.606066
0.969392,185,11288.8909
0.651988,1,11291.577647
-0.669204,118,11318.09906
-0.633258,37,11328.088474
-1.119354,460,11424.157569
-0.832625,12,11429.049474
-0.546097,23,11436.170464
-0.55407,30,11444.708744
-0.805121,177,11483.122224
0.590622,346,11556.03443
0.652023,1,11558.704129
0.836346,253,11612.54247
0.651896,1,11615.131727
-0.567213,39,11625.42407
-0.537786,12,11630.366205
-1.085893,309,11695.931867
-0.55291,15,11701.390854
-0.596053,46,11713.160231
-0.521247,8,11717.245539
-0.536157,17,11723.183215
-0.51638,11,11727.87591
-0.526271,9,11732.211059
-0.531524,14,11737.540883
-0.500748,4,11740.788979
0.676244,334,11811.685041
0.652937,1,11814.316975
-0.62824,70,11830.974434
-0.520635,6,11834.723936
-0.572911,39,11845.16393
-0.536164,11,11849.867918
-0.520374,14,11855.24529
-0.553971,28,11863.488567
-0.51193,4,11866.816067
-0.823809,216,11913.207423
-0.680529,34,12051.902765
-0.586159,48,12064.215426
-0.714502,172,12101.904529
-0.733097,78,12120.390375
-0.598202,17,12126.357534
-0.514937,6,12130.110812
0.915806,214,12176.366845
0.652619,1,12179.042844
-0.578151,47,12191.175129
-0.581139,32,12200.220592
-0.649637,101,12223.39058
-0.602752,24,12230.809065
-0.632109,122,12258.285118
-0.621931,3,12261.457859
-0.603492,54,12274.969202
-1.117461,272,12333.054596
-0.476332,24,12340.459059
-0.716086,111,12365.648865
-0.696585,99,12388.410865
-0.517969,11,12393.144312
-0.634104,77,12411.363872
-0.537466,6,12415.069004
-0.683992,116,12441.267809
-0.814812,200,12484.669629
-0.698688,83,12504.175101
-0.736448,95,12525.983934
-0.614055,23,12533.1139
-0.586929,88,12553.512205
-0.593169,5,12557.00115
-1.278535,475,12656.360246
-0.825299,101,12679.506713
-0.569922,8,12683.623575
-0.519456,6,12687.350803
-0.529245,13,12692.498185
-0.710772,104,12716.123083
-0.570293,111,12741.37117
-0.771916,112,12766.690118
-0.636381,57,12780.677237
-0.632266,100,12803.267308
-0.746899,121,12830.069674
-0.746485,125,12857.68537
-0.73863,111,12882.54434
-0.718751,44,12893.834091
-0.624161,61,12908.55935
0.446209,451,13079.594669
0.651498,1,13082.260613
-0.594418,52,13095.10858
-0.522791,6,13098.69819
-0.723659,130,13127.281516
-0.569177,22,13134.096942
-0.55847,30,13142.547254
-0.889895,235,13192.255568
-0.654215,61,13206.953206
-0.705039,110,13231.52556
-0.60436,32,13240.360465
-0.640809,75,13257.929436
-0.665072,64,13273.256424
-0.631073,62,13389.550429
-0.523768,3,13392.547087
-0.546438,21,13399.241782
-0.787025,128,13427.445475
-0.503406,18,13433.506509
-0.513983,10,13437.961299
-0.546937,18,13444.017553
-0.499961,4,13447.245047
-0.613691,85,13466.815977
-0.567025,5,13470.223505
-0.514161,6,13473.827248
-0.510435,6,13477.444963
-0.519326,9,13481.653938
-0.568515,44,13492.922333
-0.610298,98,13515.127297
-0.734944,103,13538.32716
-0.581452,5,13541.749914
0.912975,215,13587.461784
0.652538,1,13590.059593
-0.505853,3,13593.06285
-0.782866,212,13638.246457
-0.378462,121,13665.060675
-0.59728,77,13683.006318
-0.463084,170,13719.579597
-0.458983,8,13723.591696
-0.65594,104,13746.966349
-0.806321,116,13772.700693
-0.70738,115,13798.341491
-0.803477,131,13827.111151
-0.483874,13,13832.111249
-0.685255,94,13853.408967
-0.534583,19,13859.626461
-0.529578,8,13863.623302
-0.627475,77,13881.565703
-0.758336,187,13921.639188
-0.444053,153,13954.917116
-0.711155,142,13985.949745
-0.706037,63,14001.050235
-0.527136,15,14006.446007
-0.529185,6,14010.045351
-0.506374,4,14013.235459
-0.535578,16,14018.851976
-0.515153,12,14023.662431
-0.560208,29,14031.902117
-0.508226,3,14034.886465
-0.635111,70,14051.369331
-0.533229,20,14057.791141
-0.527454,9,14062.01011
-0.540428,24,14069.23462
-0.548229,29,14077.465608
-0.808634,306,14141.652731
-1.150067,134,14171.032641
-0.460099,5,14174.419047
-0.598306,80,14192.927728
-0.576615,12,14197.763076
2.365999,15,14203.179786
-0.533002,17,14209.009534
-0.517756,6,14212.601927
-0.623672,132,14241.61515
-0.72479,144,14273.127527
-0.768243,30,14281.600228
-0.526761,11,14286.199582
-0.513884,10,14290.616302
-0.528536,11,14295.231164
-0.361967,208,14339.618691
-0.590706,39,14349.890096
-0.601645,195,14391.612845
-0.83806,3,14394.619327
-0.657577,149,14427.078302
-0.706371,103,14450.267199
-0.795968,119,14476.735942
-0.66992,91,14497.485989
-0.614281,3,14500.481474
-0.578883,48,14512.538476
-0.541788,11,14517.148274
-0.668432,115,14542.758158
-0.578939,13,14547.756377
-0.551881,30,14556.200412
-0.614969,55,14569.68206
-0.969151,218,14676.259293
-0.508689,5,14680.572007
-0.579166,47,14692.443677
-0.564222,23,14699.485521
-0.524018,19,14705.713527
-0.529536,10,14710.101619
-0.524851,10,14714.516404
-0.561529,65,14730.055071
-0.632427,79,14748.337039
-0.68747,74,14765.647765
-0.584727,15,14771.070982
-0.453613,228,14819.410068
-0.538614,16,14825.016864
-0.840841,154,14858.382066
0.526413,409,14944.071903
0.651874,1,14946.646594
-0.587915,51,14959.335112
-0.527275,6,14962.926494
-0.513372,10,14967.339053
-0.513954,10,14971.755147
-0.546397,23,14978.76586
-0.532224,14,14983.970319
-0.541469,25,14991.384403
-0.718061,129,15019.74709
0.821737,236,15069.704556
0.65181,1,15072.309982
0.917424,213,15117.653144
0.651479,1,15120.242742
-0.632732,72,15137.160416
-0.552951,16,15142.778216
-0.707111,107,15166.719436
-0.641385,101,15189.48826
-0.56524,10,15193.885464
-0.518916,10,15198.2884
-0.510119,4,15201.460007
-0.532759,14,15206.664322
-0.505453,5,15210.074518
-0.512463,5,15213.481238
-0.692135,129,15241.92339
-0.603276,18,15247.944482
-0.818307,151,15280.729445
-0.507638,11,15285.344725
-0.669104,94,15306.675489
-0.707349,126,15334.451393
-0.575467,7,15338.258591
-0.765711,159,15372.755718
-0.586046,26,15380.402951
-0.711291,173,15417.696571
-0.772226,65,15433.173655
-0.594376,39,15443.479522
-0.632978,95,15465.060191
-0.5996,89,15485.421516
0.756382,220,15532.320052
0.651072,1,15534.904592
-0.578697,45,15546.384821
-0.577298,29,15554.601691
-0.543741,27,15562.447676
-0.686708,117,15588.460343
-0.609703,53,15601.556607
-0.682027,90,15622.085991
-0.574825,13,15627.105867
-0.654136,69,15643.400245
-0.634604,80,15661.952249
-0.621851,67,15677.881568
-0.642268,86,15697.604338
-0.662648,83,15716.827342
-0.58291,35,15726.309446
-0.562126,63,15741.447585
-0.713757,78,15759.707535
-0.581518,13,15764.774227
-0.52138,14,15770.037702
-0.55,26,15777.758893
-0.771642,145,15809.746233
-0.5431,7,15813.622575
-0.586659,35,15823.211992
-0.514937,14,15828.508596
-0.693079,101,15939.454204
0.849268,240,15991.036423
0.652864,1,15993.656843
-0.618537,65,16009.28391
-0.517923,3,16012.418101
0.708906,317,16079.673635
0.651777,1,16082.358873
-0.513371,14,16087.704924
-0.52264,3,16090.7788
-0.508995,3,16093.859622
-0.624804,91,16114.932986
-0.811168,118,16141.429515
-0.510415,11,16146.150994
-0.533972,18,16152.284951
-0.504442,3,16155.345695
0.871261,236,16205.974494
0.652663,1,16208.607611
-0.583747,48,16220.844692
-0.534917,14,16226.148798
-0.518548,3,16229.18546
-0.530186,15,16234.715371
-0.784909,132,16263.941228
-0.493538,11,16268.651204
-0.518991,17,16274.567575
-0.676777,73,16291.94533
-0.579033,78,16310.306056
-0.619047,80,16329.109231
-0.61215,27,16337.060647
-0.689872,145,16369.04509
-0.716679,36,16378.819221
-0.532648,8,16382.909889
-0.510853,5,16386.396176
-0.505275,6,16390.022203
-0.514107,4,16393.234138
-0.616697,84,16412.702248
-0.572733,8,16416.799387
-0.521553,14,16422.069754
-0.533345,5,16425.55874
-0.520548,9,16429.848776
-0.510895,11,16434.546519
-0.537201,12,16439.440599
-0.530649,14,16444.701308
-0.527607,14,16449.954875
-0.530737,11,16454.629721
-0.531734,15,16460.107506
-0.508098,8,16464.149581
-0.512343,5,16467.562333
-0.512441,3,16470.606133
-0.596598,53,16483.786224
-0.537034,13,16488.801116
-0.594772,83,16508.043482
-0.663157,114,16533.649008
-0.649314,5,16537.127665
-0.582742,90,16557.754797
-0.61467,3,16560.815438
-0.618591,89,16581.338114
-0.677152,122,16608.551676
0.764046,222,16656.147917
0.653012,1,16658.801402
-0.50564,3,16661.834513
-0.56877,41,16672.629232
-0.730186,136,16702.627624
-0.568684,5,16706.029117
-0.598808,75,16723.584221
-0.584351,17,16729.434547
-0.517145,3,16732.446979
-0.662657,113,16757.770006
-0.569555,5,16761.211468
0.814954,261,16817.028627
0.650913,1,16819.721105
-0.637531,96,16841.798458
-0.564065,4,16845.057441
-0.510658,5,16848.547352
-0.555637,27,16856.501727
-0.515233,11,16861.143965
-0.582429,43,16872.302212
-0.582564,73,16889.63102
-0.589342,12,16894.583285
-0.515677,8,16898.716068
-0.517679,6,16902.442561
-0.558457,27,16910.421252
0.811624,267,16967.292889
0.65236,1,16969.919496
-0.594487,55,16983.496656
-0.541525,18,16989.608773
-0.893981,187,17030.004802
-0.520727,15,17035.497
-0.779024,120,17062.376947
-0.495907,24,17069.71593
-0.534464,3,17072.736203
-0.588668,49,17085.202395
-0.533735,15,17090.667538
-0.545234,16,17096.355762
-0.771987,124,17124.116493
-0.497126,5,17127.551582
-0.550866,35,17137.152426
-1.062318,278,17264.112129
-0.522959,4,17267.37885
-0.584742,115,17293.358563
-0.655271,4,17296.650675
-0.511063,4,17299.927895
-0.611682,61,17314.858528
-0.553089,89,17335.453448
-0.727099,100,17358.33186
-0.723128,97,17380.499063
-0.651739,104,17404.147919
-0.657886,3,17407.21507
-0.555152,46,17419.070242
-0.550025,27,17427.032853
-0.864754,199,17470.041061
0.810444,221,17517.484451
0.654052,1,17520.100394
-0.5056,3,17523.116461
-0.576923,43,17534.303127
-0.534084,9,17538.531956
-0.519042,13,17543.579254
-0.642035,105,17567.36256
-0.632068,34,17576.691281
-0.512507,14,17582.127287
-0.611527,50,17594.758156
-0.818208,144,17626.474146
-0.537785,40,17637.672464
-0.557966,45,17649.249881
0.821759,223,17697.125307
0.652316,1,17699.796574
-0.631917,73,17717.202401
-0.528754,6,17720.866604
-0.50961,4,17724.139666
-0.543147,23,17731.313214
-0.509859,4,17734.551378
-0.516945,8,17738.662286
0.781087,283,17798.69507
-0.924101,46,17810.584609
-0.530668,10,17815.179192
-0.621529,71,17832.133416
-0.545241,8,17836.242003
0.939259,203,17880.21089
0.65168,1,17882.896808
-0.587313,48,17895.185597
-1.040314,270,17952.940326
-0.512601,9,17957.27743
-0.680236,85,17977.06514
-0.527943,6,17980.776765
-0.510944,6,17984.460231
-0.512411,6,17988.184072
-0.734075,151,18021.539648
-0.572514,3,18024.630934
-0.283375,142,18056.129898
-0.604085,124,18083.85935
0.664359,264,18140.037952
0.652813,1,18142.67818
-0.597002,53,18155.903873
-0.53581,15,18161.414114
-0.687695,79,18179.959463
-0.624256,72,18197.676339
-0.525241,4,18200.930801
-0.548415,63,18216.178283
-0.591476,5,18219.590145
-0.61337,133,18248.926534
-0.741596,45,18260.431288
-0.594706,47,18272.370596
-0.524269,5,18275.763456
-0.538262,18,18281.782505
-0.528608,27,18289.618
-0.65392,138,18319.834336
-0.679378,23,18326.835153
-0.528843,3,18329.83795
-0.631053,67,18345.758961
-0.636642,66,18361.521321
-0.54028,15,18366.948748
-0.707624,110,18391.605273
-0.737726,186,18431.660443
-0.648521,3,18434.666904
-0.811472,182,18565.931638
-0.616333,39,18576.343484
-0.41652,189,18617.03502
-0.637995,74,18635.065658
-0.614137,124,18662.677418
-0.800369,82,18681.695567
-0.540404,18,18687.756212
0.921013,205,18731.603989
0.650937,1,18734.247873
